Pulse length,Time,Fidelity-0
1e-11,1.0220511025551277e-12,0.9077372055918599
1e-11,1.0420521026051302e-12,0.9077937141954555
1e-11,1.0620531026551327e-12,0.9078466207212205
1e-11,1.0820541027051352e-12,0.9078946236453694
1e-11,1.1020551027551377e-12,0.9079364202439444
1e-11,1.1220561028051402e-12,0.9079707515579586
1e-11,1.1420571028551428e-12,0.907996392309976
1e-11,1.1625581279063954e-12,0.9080124278726498
1e-11,1.1825591279563977e-12,0.9080169524775215
1e-11,1.2025601280064002e-12,0.9080094398776138
1e-11,1.2225611280564027e-12,0.9079889185187439
1e-11,1.2425621281064052e-12,0.9079545068887472
1e-11,1.2625631281564077e-12,0.9079054020980597
1e-11,1.2825641282064102e-12,0.9078408902043701
1e-11,1.3025651282564128e-12,0.9077603569853598
1e-11,1.3225661283064153e-12,0.9076632694617179
1e-11,1.3425671283564178e-12,0.9075491821238595
1e-11,1.3625681284064203e-12,0.9074177372833986
1e-11,1.3825691284564228e-12,0.9072686558052759
1e-11,1.4025701285064253e-12,0.9071017286656685
1e-11,1.423071153557678e-12,0.9069119603583969
1e-11,1.4430721536076804e-12,0.9067085240203026
1e-11,1.4630731536576828e-12,0.906486968063201
1e-11,1.4830741537076853e-12,0.9062472816618287
1e-11,1.5030751537576878e-12,0.9059894618900652
1e-11,1.5230761538076903e-12,0.9057135032556434
1e-11,1.5430771538576928e-12,0.9054193765336779
1e-11,1.5630781539076953e-12,0.9051070000719826
1e-11,1.5830791539576978e-12,0.9047762291383655
1e-11,1.6030801540077003e-12,0.9044268124224614
1e-11,1.6230811540577028e-12,0.9040583815267225
1e-11,1.6430821541077053e-12,0.9036704065558315
1e-11,1.6630831541577079e-12,0.9032621735127372
1e-11,1.6835841792089605e-12,0.9028217334897938
1e-11,1.703585179258963e-12,0.9023693555876044
1e-11,1.7235861793089655e-12,0.9018930747227467
1e-11,1.7435871793589678e-12,0.9013910705591505
1e-11,1.7635881794089703e-12,0.9008611231735663
1e-11,1.7835891794589728e-12,0.9003005827538165
1e-11,1.8035901795089753e-12,0.899706281329463
1e-11,1.823591179558978e-12,0.8990744518404956
1e-11,1.8435921796089804e-12,0.8984006434899936
1e-11,1.863593179658983e-12,0.8976795748684944
1e-11,1.8835941797089854e-12,0.8969050083006483
1e-11,1.903595179758988e-12,0.8960695570258339
1e-11,1.9240962048102403e-12,0.8951408512919131
1e-11,1.944097204860243e-12,0.8941535431783815
1e-11,1.9640982049102453e-12,0.8930734534313505
1e-11,1.984099204960248e-12,0.8918857257926622
1e-11,2.0041002050102504e-12,0.8905725893175226
1e-11,2.024101205060253e-12,0.8891127171885117
1e-11,2.0441022051102554e-12,0.8874804209088794
1e-11,2.064103205160258e-12,0.885644677471827
1e-11,2.0841042052102604e-12,0.8835678733500938
1e-11,2.104105205260263e-12,0.8812042119523346
1e-11,2.1241062053102654e-12,0.8784977180120553
1e-11,2.144107205360268e-12,0.8753796645390904
1e-11,2.1641082054102704e-12,0.8717652583576969
1e-11,2.184609230461523e-12,0.8674352292684645
1e-11,2.2046102305115254e-12,0.8624668170306393
1e-11,2.224611230561528e-12,0.8565979475205447
1e-11,2.2446122306115304e-12,0.849622360446217
1e-11,2.264613230661533e-12,0.8412810778426971
1e-11,2.2846142307115354e-12,0.8312493119107254
1e-11,2.304615230761538e-12,0.8191218554473336
1e-11,2.3246162308115404e-12,0.8043988403919522
1e-11,2.344617230861543e-12,0.7864762951683023
1e-11,2.3646182309115455e-12,0.7646502222280693
1e-11,2.384619230961548e-12,0.7381492381940831
1e-11,2.4046202310115505e-12,0.7062174802979706
1e-11,2.424621231061553e-12,0.6682705300996525
1e-11,2.4451222561128054e-12,0.622949677167034
1e-11,2.465123256162808e-12,0.5729837724248391
1e-11,2.4851242562128104e-12,0.5187252497875331
1e-11,2.505125256262813e-12,0.4655061972106292
1e-11,2.5251262563128155e-12,0.42151981069457956
1e-11,2.545127256362818e-12,0.37895465607987217
1e-11,2.5651282564128205e-12,0.3388357750447166
1e-11,2.585129256462823e-12,0.30188658437914345
1e-11,2.6051302565128255e-12,0.2685039515405568
1e-11,2.625131256562828e-12,0.2387957035605681
1e-11,2.6451322566128305e-12,0.2126517892474559
1e-11,2.665133256662833e-12,0.18982179539810962
1e-11,2.6851342567128355e-12,0.16998158267278166
1e-11,2.705635281764088e-12,0.1523832276415563
1e-11,2.7256362818140905e-12,0.13753670184650324
1e-11,2.745637281864093e-12,0.12466564878307507
1e-11,2.7656382819140955e-12,0.11348809462659876
1e-11,2.785639281964098e-12,0.10375785208413364
1e-11,2.8056402820141005e-12,0.09526317618026334
1e-11,2.825641282064103e-12,0.08782368260682087
1e-11,2.8456422821141055e-12,0.08128659731124892
1e-11,2.865643282164108e-12,0.07552293246765478
1e-11,2.8856442822141106e-12,0.07042391180293515
1e-11,2.905645282264113e-12,0.06589778508601289
1e-11,2.9256462823141156e-12,0.061867065254159546
1e-11,2.945647282364118e-12,0.05826617978234786
1e-11,2.9661483074153705e-12,0.054963204533990104
1e-11,2.986149307465373e-12,0.0520710335931042
1e-11,3.0061503075153755e-12,0.04946441631687409
1e-11,3.026151307565378e-12,0.047108895545243355
1e-11,3.0461523076153806e-12,0.04497486288279686
1e-11,3.066153307665383e-12,0.04303679227088119
1e-11,3.0861543077153856e-12,0.041272602873059935
1e-11,3.106155307765388e-12,0.0396631331280212
1e-11,3.1261563078153906e-12,0.03819170196998493
1e-11,3.146157307865393e-12,0.036843745365173236
1e-11,3.1661583079153956e-12,0.03560651236271786
1e-11,3.186159307965398e-12,0.03446880819020077
1e-11,3.2066603330166506e-12,0.033395651454254986
1e-11,3.226661333066653e-12,0.03243052959387594
1e-11,3.2466623331166556e-12,0.031538521969988825
1e-11,3.266663333166658e-12,0.030712834960460192
1e-11,3.2866643332166606e-12,0.02994743239238587
1e-11,3.306665333266663e-12,0.02923694102755375
1e-11,3.3266663333166656e-12,0.028576566561029648
1e-11,3.346667333366668e-12,0.02796202152830646
1e-11,3.3666683334166706e-12,0.027389462988865222
1e-11,3.386669333466673e-12,0.026855439169224796
1e-11,3.4066703335166757e-12,0.026356841643225902
1e-11,3.426671333566678e-12,0.025890864962424525
1e-11,3.4466723336166807e-12,0.0254549704829743
1e-11,3.467173358667933e-12,0.025036988811128712
1e-11,3.4871743587179356e-12,0.02465517213321347
1e-11,3.507175358767938e-12,0.024297079621208993
1e-11,3.5271763588179406e-12,0.023960965150213582
1e-11,3.547177358867943e-12,0.023645226213736662
1e-11,3.5671783589179457e-12,0.023348390142155256
1e-11,3.587179358967948e-12,0.023069099273263165
1e-11,3.6071803590179507e-12,0.022806101373966645
1e-11,3.627181359067953e-12,0.022558241680959667
1e-11,3.647182359117956e-12,0.02232445467235363
1e-11,3.667183359167958e-12,0.02210376156116988
1e-11,3.687184359217961e-12,0.02189526608733236
1e-11,3.707185359267963e-12,0.02169815240580531
1e-11,3.727686384319216e-12,0.02150715304443094
1e-11,3.747687384369218e-12,0.021330913247528557
1e-11,3.767688384419221e-12,0.021164063669274546
1e-11,3.787689384469223e-12,0.021006097936175413
1e-11,3.807690384519226e-12,0.020856582090051548
1e-11,3.827691384569228e-12,0.02071515152292332
1e-11,3.847692384619231e-12,0.020581506214977893
1e-11,3.867693384669233e-12,0.020455406309403592
1e-11,3.887694384719236e-12,0.020336665571430303
1e-11,3.907695384769238e-12,0.020225144338979067
1e-11,3.927696384819241e-12,0.020120741890015104
1e-11,3.947697384869243e-12,0.02002338720998735
1e-11,3.967698384919246e-12,0.01993303160988738
1e-11,3.988199409970498e-12,0.019847644464955756
1e-11,4.008200410020501e-12,0.01977136124641481
1e-11,4.028201410070503e-12,0.01970198242486901
1e-11,4.048202410120506e-12,0.01963946990829189
1e-11,4.068203410170508e-12,0.0195837714263608
1e-11,4.088204410220511e-12,0.019534815892902842
1e-11,4.108205410270513e-12,0.019492509902312577
1e-11,4.128206410320516e-12,0.019456734595220893
1e-11,4.148207410370518e-12,0.019427345550521846
1e-11,4.168208410420521e-12,0.01940417159939145
1e-11,4.188209410470523e-12,0.01938701630539284
1e-11,4.208210410520526e-12,0.019375659005377018
1e-11,4.228211410570528e-12,0.01936985768010223
1e-11,4.248712435621781e-12,0.01936940443345828
1e-11,4.268713435671783e-12,0.019374039654342385
1e-11,4.288714435721786e-12,0.019383400886817826
1e-11,4.308715435771788e-12,0.019397194529595124
1e-11,4.328716435821791e-12,0.019415124965788552
1e-11,4.348717435871793e-12,0.01943689736548431
1e-11,4.368718435921796e-12,0.019462221540290998
1e-11,4.388719435971798e-12,0.019490815905974044
1e-11,4.408720436021801e-12,0.019522409329275726
1e-11,4.428721436071803e-12,0.019556744266800447
1e-11,4.448722436121806e-12,0.019593579339169043
1e-11,4.468723436171808e-12,0.019632689446692348
1e-11,4.489224461223061e-12,0.01967492206935182
1e-11,4.509225461273063e-12,0.022381178609552098
1e-11,4.529226461323066e-12,0.026589173698277416
1e-11,4.549227461373068e-12,0.02985676528343781
1e-11,4.569228461423071e-12,0.03266501415251424
1e-11,4.589229461473073e-12,0.03520847649352392
1e-11,4.609230461523076e-12,0.03754226887403001
1e-11,4.629231461573078e-12,0.039716907209381445
1e-11,4.649232461623081e-12,0.041703739474607815
1e-11,4.669233461673083e-12,0.043505570227089806
1e-11,4.689234461723086e-12,0.04512399807955714
1e-11,4.7092354617730884e-12,0.04656054836099152
1e-11,4.729236461823091e-12,0.04781719023431291
1e-11,4.749737486874343e-12,0.04893687531133453
1e-11,4.769738486924346e-12,0.04986045888861083
1e-11,4.789739486974348e-12,0.05061237829904111
1e-11,4.809740487024351e-12,0.05119736125449277
1e-11,4.829741487074353e-12,0.05162077751516898
1e-11,4.849742487124356e-12,0.05188855914543565
1e-11,4.8697434871743584e-12,0.05200635154237023
1e-11,4.889744487224361e-12,0.05197303985472088
1e-11,4.9097454872743634e-12,0.051808540116182085
1e-11,4.929746487324366e-12,0.051521236735590975
1e-11,4.9497474873743685e-12,0.05111978691825037
1e-11,4.969748487424371e-12,0.05061313858952444
1e-11,4.9897494874743735e-12,0.05001058194510888
1e-11,5.010250512525626e-12,0.049360747435097094
1e-11,5.0302515125756284e-12,0.04867829267289633
1e-11,5.050252512625631e-12,0.04788899103058584
1e-11,5.0702535126756334e-12,0.046998230111657345
1e-11,5.090254512725636e-12,0.046012464488011
1e-11,5.1102555127756385e-12,0.04493879289898388
1e-11,5.130256512825641e-12,0.04378454962419126
1e-11,5.1502575128756435e-12,0.042516798537295675
1e-11,5.170258512925646e-12,0.04118377323570367
1e-11,5.1902595129756485e-12,0.039799169671979676
1e-11,5.210260513025651e-12,0.03837426198784287
1e-11,5.2302615130756535e-12,0.036921017069000826
1e-11,5.250262513125656e-12,0.03545220477781621
1e-11,5.2707635381769085e-12,0.03395473785610954
1e-11,5.290764538226911e-12,0.03252493275109955
1e-11,5.3107655382769135e-12,0.03112525048738867
1e-11,5.330766538326916e-12,0.029770461254119394
1e-11,5.3507675383769185e-12,0.028474969264950068
1e-11,5.370768538426921e-12,0.027253282511113867
1e-11,5.3907695384769235e-12,0.026120462837795552
1e-11,5.410770538526926e-12,0.025114322217412947
1e-11,5.4307715385769285e-12,0.024225590390341813
1e-11,5.450772538626931e-12,0.023459979123307606
1e-11,5.4707735386769336e-12,0.022816844005792866
1e-11,5.490774538726936e-12,0.022301698885631136
1e-11,5.5107755387769386e-12,0.022060435214294793
1e-11,5.531276563828191e-12,0.022060129422527795
1e-11,5.5512775638781935e-12,0.02205994753696742
1e-11,5.571278563928196e-12,0.0220587518348688
1e-11,5.5912795639781985e-12,0.02205636415622577
1e-11,5.611280564028201e-12,0.022053633737514
1e-11,5.6312815640782036e-12,0.02205196793919451
1e-11,5.651282564128206e-12,0.022052539308365374
1e-11,5.6712835641782086e-12,0.022055613211090844
1e-11,5.691284564228211e-12,0.02206038159556164
1e-11,5.711285564278214e-12,0.022065423855000245
1e-11,5.731286564328216e-12,0.022069529949659723
1e-11,5.751287564378219e-12,0.022072400937364872
1e-11,5.771788589429471e-12,0.022074864752061597
1e-11,5.7917895894794736e-12,0.02207816258304984
1e-11,5.811790589529476e-12,0.022083418334016596
1e-11,5.8317915895794786e-12,0.022090795536294658
1e-11,5.851792589629481e-12,0.022099503350492777
1e-11,5.871793589679484e-12,0.022108313268815304
1e-11,5.891794589729486e-12,0.02211629018648778
1e-11,5.911795589779489e-12,0.02212326723997625
1e-11,5.931796589829491e-12,0.0221298055572695
1e-11,5.951797589879494e-12,0.022136725848043846
1e-11,5.971798589929496e-12,0.02214454684600312
1e-11,5.991799589979499e-12,0.022153183229886877
1e-11,6.011800590029501e-12,0.022162051044966227
1e-11,6.032301615080754e-12,0.022170648595939913
1e-11,6.052302615130756e-12,0.022178130077191285
1e-11,6.072303615180759e-12,0.02218474036869556
1e-11,6.092304615230761e-12,0.022190813372157482
1e-11,6.112305615280764e-12,0.02219669461228473
1e-11,6.132306615330766e-12,0.022202477619132632
1e-11,6.152307615380769e-12,0.022207915871567934
1e-11,6.172308615430771e-12,0.022212538034614582
1e-11,6.192309615480774e-12,0.02221587131612856
1e-11,6.212310615530776e-12,0.022217630547368188
1e-11,6.232311615580779e-12,0.022217764387313294
1e-11,6.252312615630781e-12,0.022216351678126814
1e-11,6.272313615680784e-12,0.022213421001542114
1e-11,6.292814640732036e-12,0.022208670835646472
1e-11,6.312815640782039e-12,0.02220195722875656
1e-11,6.332816640832041e-12,0.022192758636143558
1e-11,6.352817640882044e-12,0.022180831348076118
1e-11,6.372818640932046e-12,0.022166346542726943
1e-11,6.392819640982049e-12,0.022149988213715766
1e-11,6.412820641032051e-12,0.022132861689636584
1e-11,6.432821641082054e-12,0.022116222293294383
1e-11,6.452822641132056e-12,0.022101092312175497
1e-11,6.472823641182059e-12,0.02208789119451853
1e-11,6.492824641232061e-12,0.02207622444125461
1e-11,6.512825641282064e-12,0.022064921698173645
1e-11,6.532826641332066e-12,0.022052343142656555
1e-11,6.553327666383319e-12,0.022036442860999896
1e-11,6.573328666433321e-12,0.022016902796471168
1e-11,6.593329666483324e-12,0.021993157232204068
1e-11,6.613330666533326e-12,0.02196580008570819
1e-11,6.633331666583329e-12,0.02193589520520611
1e-11,6.653332666633331e-12,0.021904487035462154
1e-11,6.673333666683334e-12,0.021872212767185897
1e-11,6.693334666733336e-12,0.02183919771540082
1e-11,6.713335666783339e-12,0.021805288848594527
1e-11,6.733336666833341e-12,0.021770465625263784
1e-11,6.753337666883344e-12,0.021735170575241925
1e-11,6.773338666933346e-12,0.021700337412890222
1e-11,6.793339666983349e-12,0.021667050168275116
1e-11,6.813840692034601e-12,0.021635234606451843
1e-11,6.833841692084604e-12,0.02160620263396853
1e-11,6.853842692134606e-12,0.021577886964571844
1e-11,6.873843692184609e-12,0.021548383867201735
1e-11,6.893844692234611e-12,0.02151585569447487
1e-11,6.913845692284614e-12,0.02147920961742263
1e-11,6.933846692334616e-12,0.021438381205442916
1e-11,6.953847692384619e-12,0.021394068938318397
1e-11,6.973848692434621e-12,0.021347085114055322
1e-11,6.993849692484624e-12,0.021297714112656956
1e-11,7.013850692534626e-12,0.021245441539427676
1e-11,7.033851692584629e-12,0.021189156970274358
1e-11,7.054352717635881e-12,0.021126004173279204
1e-11,7.074353717685884e-12,0.021058025730097928
1e-11,7.094354717735886e-12,0.020982918669070417
1e-11,7.114355717785889e-12,0.020899601616465167
1e-11,7.134356717835891e-12,0.020806215547461846
1e-11,7.154357717885894e-12,0.02069983179183563
1e-11,7.174358717935896e-12,0.020576565184716362
1e-11,7.194359717985899e-12,0.02043199318624922
1e-11,7.214360718035901e-12,0.020261588458401585
1e-11,7.234361718085904e-12,0.020060876145648276
1e-11,7.254362718135906e-12,0.019825237994607735
1e-11,7.274363718185909e-12,0.019549479353096456
1e-11,7.294364718235911e-12,0.019227403135789422
1e-11,7.314865743287164e-12,0.01884150170607106
1e-11,7.334866743337167e-12,0.018402131025564167
1e-11,7.354867743387169e-12,0.01789194717434493
1e-11,7.374868743437172e-12,0.017302862338572495
1e-11,7.394869743487174e-12,0.01662847100035981
1e-11,7.414870743537177e-12,0.015865447189029123
1e-11,7.434871743587179e-12,0.015015187104381697
1e-11,7.454872743637182e-12,0.014085443771099715
1e-11,7.474873743687184e-12,0.013091412635481898
1e-11,7.494874743737187e-12,0.012055536529792006
1e-11,7.514875743787189e-12,0.010784984363619408
1e-11,7.534876743837192e-12,0.009472337558576986
1e-11,7.554877743887194e-12,0.008247715286033361
1e-11,7.575378768938446e-12,0.007121860277890292
1e-11,7.59537976898845e-12,0.006166082052317533
1e-11,7.615380769038451e-12,0.005350629064611427
1e-11,7.635381769088455e-12,0.004664556447083529
1e-11,7.655382769138456e-12,0.0040921282383007875
1e-11,7.67538376918846e-12,0.0036165743324581582
1e-11,7.695384769238461e-12,0.0032221225171774307
1e-11,7.715385769288465e-12,0.0028948423840776307
1e-11,7.735386769338466e-12,0.002622831513666843
1e-11,7.75538776938847e-12,0.002396105026019156
1e-11,7.775388769438471e-12,0.0022063779146115235
1e-11,7.795389769488475e-12,0.002046827932057494
1e-11,7.815390769538477e-12,0.0019118710486015274
1e-11,7.835891794589729e-12,0.001794313697675303
1e-11,7.855892794639732e-12,0.0016961510548268105
1e-11,7.875893794689734e-12,0.0016113676097682676
1e-11,7.895894794739737e-12,0.0015376839369329422
1e-11,7.915895794789739e-12,0.0014733750060775114
1e-11,7.935896794839742e-12,0.0014171852872242661
1e-11,7.955897794889744e-12,0.0013682171442495265
1e-11,7.975898794939747e-12,0.0013257953686047024
1e-11,7.995899794989749e-12,0.001289315064682337
1e-11,8.015900795039752e-12,0.0012581166213597092
1e-11,8.035901795089754e-12,0.0012314205166154336
1e-11,8.055902795139757e-12,0.001208336345696757
1e-11,8.075903795189759e-12,0.001187943651705704
1e-11,8.096404820241012e-12,0.0011689656708348142
1e-11,8.116405820291015e-12,0.001151687437116091
1e-11,8.136406820341017e-12,0.0011352702648929325
1e-11,8.15640782039102e-12,0.001119623332451226
1e-11,8.176408820441022e-12,0.0011048448694308797
1e-11,8.196409820491025e-12,0.0010911081440306294
1e-11,8.216410820541027e-12,0.0010785455833516055
1e-11,8.23641182059103e-12,0.0010671797983273605
1e-11,8.256412820641032e-12,0.0010569249600408765
1e-11,8.276413820691035e-12,0.0010476525229227754
1e-11,8.296414820741037e-12,0.0010392770313765076
1e-11,8.31641582079104e-12,0.0010318065238221169
1e-11,8.336916845842292e-12,0.0010251735752496497
1e-11,8.356917845892294e-12,0.0010197720929279546
1e-11,8.376918845942297e-12,0.0010153763599050532
1e-11,8.396919845992299e-12,0.0010117513121640847
1e-11,8.416920846042302e-12,0.0010085019221402528
1e-11,8.436921846092304e-12,0.0010051890520742773
1e-11,8.456922846142307e-12,0.0010014881006248028
1e-11,8.476923846192309e-12,0.0009973132503320278
1e-11,8.496924846242312e-12,0.0009928350727260679
1e-11,8.516925846292314e-12,0.0009883650206866789
1e-11,8.536926846342317e-12,0.0009841618823049456
1e-11,8.556927846392319e-12,0.0009802629802258558
1e-11,8.576928846442322e-12,0.0009764431225245762
1e-11,8.597429871493575e-12,0.0009722222031213415
1e-11,8.617430871543577e-12,0.0009675006343194851
1e-11,8.63743187159358e-12,0.0009621442469661102
1e-11,8.657432871643582e-12,0.0009564169125947699
1e-11,8.677433871693585e-12,0.0009507492055968389
1e-11,8.697434871743587e-12,0.0009455113980751501
1e-11,8.71743587179359e-12,0.0009408260678399793
1e-11,8.737436871843592e-12,0.0009365374617063637
1e-11,8.757437871893595e-12,0.000932340886126056
1e-11,8.777438871943597e-12,0.000927988856511626
1e-11,8.7974398719936e-12,0.0009234486702999319
1e-11,8.817440872043602e-12,0.0009189214830906983
1e-11,8.837441872093605e-12,0.0009147274930465769
1e-11,8.857942897144857e-12,0.0009110614018481723
1e-11,8.877943897194859e-12,0.0009082136009848412
1e-11,8.897944897244862e-12,0.0009060201448897908
1e-11,8.917945897294864e-12,0.0009043244997458321
1e-11,8.937946897344867e-12,0.0009029894093414271
1e-11,8.95794789739487e-12,0.0009019706761347063
1e-11,8.977948897444873e-12,0.0009013282040207703
1e-11,8.997949897494874e-12,0.0009011846830246
1e-11,9.017950897544878e-12,0.0009016670549357679
1e-11,9.03795189759488e-12,0.0009028610701061962
1e-11,9.057952897644883e-12,0.0009047880457497515
1e-11,9.077953897694884e-12,0.0009074030517051911
1e-11,9.097954897744888e-12,0.0009106097453284139
1e-11,9.11845592279614e-12,0.0009143862285345656
1e-11,9.138456922846142e-12,0.0009184419759331768
1e-11,9.158457922896145e-12,0.0009228099504480293
1e-11,9.178458922946147e-12,0.0009274982877198872
1e-11,9.19845992299615e-12,0.0009325566859126407
1e-11,9.218460923046152e-12,0.000938018586743547
1e-11,9.238461923096155e-12,0.0009438427749745324
1e-11,9.258462923146157e-12,0.0009498927093204645
1e-11,9.27846392319616e-12,0.0009559787321037894
1e-11,9.298464923246162e-12,0.0009619543931599745
1e-11,9.318465923296165e-12,0.0009678138510307999
1e-11,9.338466923346167e-12,0.0009737254985008833
1e-11,9.35846792339617e-12,0.0009799592616990716
1e-11,9.378968948447423e-12,0.000986906938794617
1e-11,9.398969948497424e-12,0.0009942321768380852
1e-11,9.418970948547428e-12,0.0010018234614196308
1e-11,9.43897194859743e-12,0.0010092136085436405
1e-11,9.458972948647433e-12,0.0010159262525451932
1e-11,9.478973948697434e-12,0.0010216616262417335
1e-11,9.498974948747438e-12,0.0010263877802854043
1e-11,9.51897594879744e-12,0.001556808243087538
1e-11,9.538976948847443e-12,0.002036955774090889
1e-11,9.558977948897444e-12,0.002496096267462656
1e-11,9.578978948947448e-12,0.0029410937647602977
1e-11,9.59897994899745e-12,0.0033719441311061108
1e-11,9.619480974048702e-12,0.0037986498726803103
1e-11,9.639481974098705e-12,0.004195436138373028
1e-11,9.659482974148707e-12,0.004571704435025153
1e-11,9.67948397419871e-12,0.00492614979876348
1e-11,9.699484974248712e-12,0.005256947543587294
1e-11,9.719485974298715e-12,0.005561738583131085
1e-11,9.739486974348717e-12,0.005843662624687561
1e-11,9.75948797439872e-12,0.006097548453729325
1e-11,9.779488974448722e-12,0.006318282869261267
1e-11,9.799489974498725e-12,0.0065043450802721395
1e-11,9.819490974548727e-12,0.006654027001799517
1e-11,9.83949197459873e-12,0.006765622638186775
1e-11,9.859492974648732e-12,0.006838236964838743
1e-11,9.879993999699984e-12,0.006874908424688095
1e-11,9.899994999749988e-12,0.006876436370157607
1e-11,9.91999599979999e-12,0.0068467137590064245
1e-11,9.939996999849993e-12,0.006788744630067738
1e-11,9.959997999899994e-12,0.006705281725797138
1e-11,9.979998999949998e-12,0.006598225231696938
1e-11,1e-11,0.0064750984074046026
3e-11,0.0,0.9999997391381418
3e-11,6.000100001666695e-14,0.9998358788161947
3e-11,1.200020000333339e-13,0.9993536684330984
3e-11,1.8050300838347306e-13,0.9985926649115747
3e-11,2.4050400840014e-13,0.9976458050080955
3e-11,3.0050500841680693e-13,0.9966098607273336
3e-11,3.605060084334739e-13,0.995596541787362
3e-11,4.2100701678361305e-13,0.9947037862830208
3e-11,4.8100801680028e-13,0.9940229783548881
3e-11,5.410090168169469e-13,0.9936274811028295
3e-11,6.010100168336139e-13,0.9935562532050252
3e-11,6.615110251837531e-13,0.9938194160303239
3e-11,7.2151202520042e-13,0.9943852668223739
3e-11,7.815130252170869e-13,0.9951945005737014
3e-11,8.415140252337539e-13,0.9961464733010683
3e-11,9.020150335838931e-13,0.9971433007015437
3e-11,9.6201603360056e-13,0.9980734992123423
3e-11,1.022017033617227e-12,0.998824084917046
3e-11,1.0820180336338939e-12,0.999282908150301
3e-11,1.1425190419840331e-12,0.9993562199602924
3e-11,1.2025200420007e-12,0.9989775722736317
3e-11,1.262521042017367e-12,0.9981204826467015
3e-11,1.3225220420340339e-12,0.9967854114089439
3e-11,1.3825230420507008e-12,0.9949754834981175
3e-11,1.44302405040084e-12,0.9925951610856969
3e-11,1.503025050417507e-12,0.9889783538512437
3e-11,1.5630260504341739e-12,0.9889168960641654
3e-11,1.6230270504508408e-12,0.9888629282493752
3e-11,1.68352805880098e-12,0.9888175529487235
3e-11,1.743529058817647e-12,0.9887827115385615
3e-11,1.803530058834314e-12,0.9887587144312401
3e-11,1.863531058850981e-12,0.9887454994520933
3e-11,1.92403206720112e-12,0.9887420848504993
3e-11,1.9840330672177868e-12,0.9887467533159722
3e-11,2.044034067234454e-12,0.9887571717170305
3e-11,2.104035067251121e-12,0.9887706928874133
3e-11,2.16453607560126e-12,0.9887844727260653
3e-11,2.224537075617927e-12,0.9887951139764334
3e-11,2.284538075634594e-12,0.9887996787037853
3e-11,2.344539075651261e-12,0.9887955280147656
3e-11,2.4050400840014e-12,0.9887805342496648
3e-11,2.465041084018067e-12,0.9887539005004053
3e-11,2.525042084034734e-12,0.9887155933370799
3e-11,2.585043084051401e-12,0.988666807136403
3e-11,2.6450440840680678e-12,0.988609805717709
3e-11,2.705545092418207e-12,0.9885471171909006
3e-11,2.7655460924348737e-12,0.9884832585682419
3e-11,2.825547092451541e-12,0.9884212007276696
3e-11,2.885548092468208e-12,0.9883640693275125
3e-11,2.946049100818347e-12,0.9883139320551855
3e-11,3.006050100835014e-12,0.9882732262483384
